	C3L.00104	C3L.00365	C3L.00674	C3L.00677	C3L.01040	C3L.01043	C3L.01045	C3L.01046	C3L.01048	C3L.01049	C3L.01061	C3L.01142	C3L.01146	C3L.01149	C3L.01154	C3L.01155	C3L.01156	C3L.01157	C3L.01327	C3L.01887	C3L.02465	C3L.02504	C3L.02542	C3L.02642	C3L.02704	C3L.02705	C3L.02707	C3L.02955	C3L.02970	C3L.03260	C3L.03266	C3L.03387	C3L.03390	C3L.03392	C3L.03400	C3L.03405	C3L.03407	C3L.03681	C3L.03727	C3L.03728	C3L.03744	C3L.03748	C3L.03968	C3L.04084	C3N.00661	C3N.00662	C3N.00665	C3N.01192	C3N.01196	C3N.01334	C3N.01364	C3N.01366	C3N.01367	C3N.01368	C3N.01369	C3N.01505	C3N.01515	C3N.01517	C3N.01518	C3N.01798	C3N.01814	C3N.01815	C3N.01816	C3N.01818	C3N.01851	C3N.01852	C3N.01856	C3N.01857	C3N.02181	C3N.02183	C3N.02185	C3N.02186	C3N.02188	C3N.02190	C3N.02255	C3N.02256	C3N.02769	C3N.02770	C3N.02782	C3N.02783	C3N.02784	C3N.02785	C3N.02786	C3N.02788	C3N.03088	C3N.03180	C3N.03182	C3N.03183	C3N.03184	C3N.03186	C3N.03188	C3N.03473
P60606	NA	NA	NA	5.474088292	NA	NA	-0.712025316	-2.282674772	NA	NA	2.008784773	NA	NA	NA	NA	-3.289361702	NA	-2.441860465	NA	1.085271318	NA	5.164179104	NA	NA	0.491735537	2.917695473	NA	NA	NA	NA	NA	NA	1.008823529	NA	-1.823741007	NA	NA	NA	-3.298076923	NA	4.703862661	NA	2.733153639	0.104	1.962335217	-1.825	-3.009433962	NA	-1.113636364	-3.12987013	NA	0.372019078	NA	-0.221789883	NA	NA	NA	NA	-5.122171946	NA	NA	3.156398104	NA	NA	NA	-2.06010929	2.769230769	-3.109215017	NA	NA	NA	NA	NA	NA	1.111111111	NA	NA	NA	NA	NA	NA	NA	NA	-0.443708609	-0.532394366	0.287625418	NA	NA	-1.123209169	NA	NA	NA
Q9NWM3	-1.086363636	0.769811321	2.573770492	-2.130518234	5.481781377	1.642570281	-2.661392405	-2.009118541	-0.344155844	-1.295238095	-0.500732064	-1.773291925	-2.853658537	-0.653543307	0.510769231	0.4	0.782178218	-1.059196617	-0.825471698	-0.007751938	-0.686695279	-0.303482587	2.013605442	0.939516129	0.388429752	0.090534979	1.51980198	0.815498155	0.950207469	0.994444444	1.379487179	1.755555556	0.211764706	0.303030303	0.467625899	0.196428571	-1.110619469	1.279310345	-0.326923077	0.179372197	0.686695279	1.859813084	0.105121294	-0.492	1.016949153	0.308333333	0.683962264	0.068292683	-2.058080808	1.798701299	-1.938547486	2.152623211	-0.173387097	-0.828793774	-0.110294118	0.620437956	-1.662393162	0.51459854	-0.334841629	-0.424390244	-0.081218274	1.109004739	-0.87761194	-0.797169811	0.677884615	0.431693989	-2.278846154	0.559726962	0.756862745	1.021428571	-0.805263158	1.783950617	-0.783783784	-0.115740741	1.19047619	-0.372340426	-0.954356846	0.533333333	-1.420233463	0.62248996	0.251937984	-0.613861386	-1.078534031	-0.973509934	1.264788732	0.331103679	-2.925837321	-1.334302326	0.547277937	0.50952381	1.349344978	0.873994638
Q9H467	-0.336363636	-0.381132075	0.836065574	-0.053742802	-1.141700405	-2.048192771	-2.193037975	-0.896656535	-1.840909091	-0.838095238	1.156661786	-1.608695652	-2.691056911	1.352362205	-0.855384615	-1.940425532	0.668316832	0.437632135	-0.424528302	0.279069767	1.605150215	-1.268656716	0.605442177	-1.028225806	0.938016529	-0.230452675	-1.826732673	2.79704797	0.373443983	2.3	-0.764102564	0.037037037	-0.261764706	-0.494949495	0.428057554	-0.267857143	-0.831858407	-0.068965517	1.110576923	0.573991031	-1.068669528	-0.672897196	3.169811321	-0.644	-1.514124294	-0.366666667	-2.160377358	-1.990243902	-0.70959596	-1.37012987	-1.019553073	-1.456279809	-0.350806452	-0.389105058	0.422794118	-0.489051095	-0.743589744	-1.678832117	-0.253393665	0.068292683	3.918781726	0.398104265	-0.713432836	-0.028301887	1.375	-2.054644809	0.275641026	-0.481228669	0.352941176	-0.153571429	-1.710526316	1.086419753	-0.702702703	0.634259259	2.546031746	1.45212766	-1.784232365	0.352380952	-2.182879377	1.369477912	0.96124031	0.072607261	-2.42408377	0.360927152	1.115492958	0.89632107	-1.0215311	-1.75	-1.163323782	1.523809524	1.349344978	1.930294906
Q13616	-0.036363636	0.222641509	-0.31557377	-0.284069098	-0.761133603	-0.46184739	-1.022151899	0.583586626	-1.224025974	-0.228571429	0.360175695	-0.956521739	-0.25203252	0.897637795	-0.913846154	0.055319149	0.138613861	0.437632135	0.353773585	0.434108527	-0.600858369	0.343283582	-0.231292517	0.451612903	-0.181818182	-0.12345679	0.53960396	-0.018450185	0.219917012	0.911111111	-0.38974359	0.162962963	0.435294118	0.383838384	-0.212230216	0.214285714	-0.128318584	-0.04137931	0.721153846	0.058295964	-0.407725322	-0.004672897	-0.549865229	0.532	-0.858757062	0.375	-0.283018868	-0.331707317	0.310606061	0.188311688	-0.849162011	0.944356121	-0.262096774	0.622568093	-0.628676471	-0.897810219	-0.14957265	-0.262773723	-0.325791855	-0.07804878	0.416243655	-0.630331754	0.853731343	0.297169811	-0.365384615	-2.37704918	0.631410256	-0.078498294	0.109803922	-0.432142857	0.394736842	-0.333333333	0.288288288	-0.236111111	1.238095238	0.622340426	0.066390041	0.028571429	0.369649805	-0.618473896	1.945736434	0.495049505	-0.505235602	0.824503311	0.076056338	0.404682274	-0.112440191	-0.023255814	-0.014326648	-0.342857143	-0.209606987	0.134048257
Q13617	-0.918181818	-1.086792453	1.040983607	-0.618042226	-0.874493927	-0.710843373	-1.35443038	-0.632218845	-1.535714286	0.20952381	-0.934114202	0.257763975	-0.426829268	-0.021653543	-1.427692308	0.038297872	0.262376238	0.501057082	-0.919811321	1.705426357	-1.467811159	-1	-1.244897959	-0.620967742	-0.756198347	1.139917695	-0.381188119	1.852398524	-0.257261411	2.455555556	0.671794872	0.707407407	-0.5	0.161616162	-0.323741007	-2.147321429	-0.119469027	-2.05862069	-1.557692308	0.68161435	-0.819742489	-0.537383178	0.859838275	-0.572	-1.118644068	-0.466666667	-0.896226415	-0.658536585	-0.257575758	-0.525974026	0.122905028	0.028616852	0.060483871	-1.050583658	1.926470588	-1.098540146	-0.935897436	-1.010948905	-0.330316742	-0.848780488	0.964467005	0.777251185	-1.089552239	0.509433962	0.706730769	-1.147540984	0.657051282	-0.150170648	-0.568627451	1.610714286	1.415789474	1.419753086	-0.896396396	0.097222222	1.19047619	-0.271276596	-0.215767635	1.695238095	-0.828793774	0.610441767	0.856589147	1.669966997	0.764397906	1.609271523	2.177464789	1.973244147	-0.763157895	-1.220930233	-0.607449857	0.99047619	0.301310044	0.627345845
Q13618	1.163636364	0.396226415	-0.282786885	-0.45681382	-0.805668016	-0.469879518	-0.313291139	-0.82674772	-0.886363636	-1.321904762	0.97510981	-0.736024845	-0.321138211	1.114173228	0.295384615	-0.608510638	-0.153465347	1.22410148	-0.976415094	0.624031008	-0.004291845	0.213930348	-0.482993197	-0.129032258	1.140495868	-0.304526749	-1.485148515	0.446494465	0.319502075	0.183333333	0.225641026	0.866666667	-0.158823529	-0.006734007	-0.374100719	-0.575892857	-0.539823009	-0.15862069	0.072115385	0.094170404	-0.270386266	-0.285046729	-0.676549865	0.06	-1.073446328	0.004166667	-1.273584906	-0.458536585	-0.303030303	-0.201298701	-0.301675978	0.057233704	-0.544354839	0.80155642	0.227941176	-0.448905109	0.277777778	-0.310218978	-1.352941176	-0.063414634	0.289340102	-0.630331754	0.343283582	0.273584906	0.288461538	-0.87431694	0.278846154	0.515358362	-0.180392157	-1.310714286	0.468421053	0.37037037	0.324324324	-0.481481481	1.177777778	-0.207446809	0.058091286	-0.595238095	-0.042801556	-0.108433735	0.058139535	0.085808581	-0.95026178	0.82781457	0.61971831	0.287625418	-0.392344498	0.247093023	-0.361031519	0.338095238	0.200873362	0.348525469
Q13619	1.909090909	-1.328301887	-0.024590164	0.476007678	-1.16194332	-0.40562249	0.784810127	-1.401215805	0.538961039	-0.293333333	0.834553441	-0.552795031	-0.414634146	0.025590551	0.935384615	0.110638298	0.569306931	-0.687103594	0.25	-0.170542636	-0.618025751	0.472636816	-1.180272109	-1.879032258	0.838842975	-1.465020576	0.757425743	-0.099630996	-0.053941909	-0.866666667	0.097435897	0.388888889	0.147058824	-0.784511785	-1.68705036	-0.741071429	0.221238938	-1.124137931	0.788461538	-0.278026906	0.188841202	1.037383178	0.043126685	0.952	-0.169491525	-1.525	0.735849057	0.034146341	0.297979798	0.571428571	-0.938547486	1.742448331	-1.278225806	0.634241245	-0.172794118	-0.02919708	0.290598291	0.773722628	1.004524887	-2.482926829	0.010152284	-0.843601896	-0.88358209	0.726415094	-0.216346154	-0.683060109	1.471153846	0.201365188	0.356862745	-0.178571429	0.921052632	-0.49382716	0.193693694	-0.273148148	-0.568253968	-0.978723404	-1.2406639	0.504761905	1.19844358	-0.108433735	-0.391472868	0.910891089	0.557591623	-0.549668874	-0.081690141	-0.866220736	0.492822967	0.593023256	0.275071633	-0.5	-1.213973799	0.587131367
Q13620	1.140909091	0.264150943	-1.950819672	-0.130518234	-1.089068826	-1.044176707	0.338607595	-1.20668693	0.220779221	0.365714286	0.518301611	-0.633540373	-1.43902439	0.982283465	0.058461538	0.29787234	-0.034653465	-0.526427061	-0.047169811	-0.166666667	-0.961373391	-0.119402985	1.023809524	0.383064516	-0.892561983	-1.604938272	0.103960396	-0.638376384	0.369294606	2.183333333	-0.21025641	0.77037037	0.029411765	-1.016835017	-0.690647482	0.196428571	-0.747787611	-0.565517241	1.110576923	0.031390135	-0.39055794	-0.41588785	0.299191375	0.752	-1.016949153	0.633333333	-1.330188679	-1.23902439	0.671717172	0.227272727	-0.170391061	0.810810811	-0.762096774	0.338521401	-0.257352941	-0.613138686	-0.230769231	-0.032846715	0.882352941	2.336585366	0.081218274	-0.734597156	1.382089552	0.863207547	-0.913461538	-0.612021858	0.778846154	0.320819113	-0.498039216	-0.357142857	0.568421053	0.024691358	-0.545045045	-0.99537037	1.250793651	2.14893617	-0.286307054	-0.514285714	-0.003891051	-0.24497992	2.027131783	-1.254125413	0.172774869	0.360927152	0.033802817	-0.230769231	1.086124402	-0.476744186	0.670487106	-0.833333333	0.379912664	1.321715818
Q93034	1.090909091	-0.230188679	-0.356557377	2.43378119	-0.230769231	-0.493975904	1.044303797	-1.373860182	-0.743506494	-1.100952381	0.351390922	-0.170807453	0.056910569	0.344488189	-0.516923077	-0.727659574	0.069306931	0.877378436	-0.693396226	0.112403101	0.489270386	0.786069652	-0.816326531	0.14516129	1.590909091	-0.913580247	0.173267327	0.568265683	-0.526970954	0.45	1.246153846	1.040740741	-0.302941176	-0.441077441	-1.417266187	-0.491071429	-0.079646018	-0.313793103	0.408653846	1.089686099	-0.17167382	0.336448598	-1.347708895	-0.072	-0.493408663	-1.0625	-0.179245283	0.902439024	0.116161616	1.012987013	-1.131284916	1.147853736	-0.818548387	-0.210116732	-0.878676471	0.332116788	0.158119658	-0.054744526	-0.009049774	-0.317073171	-0.741116751	-0.336492891	0.417910448	0.339622642	1.528846154	-0.655737705	0.926282051	-0.037542662	-0.462745098	-0.471428571	-0.121052632	-0.067901235	0.157657658	-0.342592593	-0.20952381	-0.781914894	0.099585062	0.328571429	-0.229571984	-0.301204819	0.104651163	0.062706271	-1.327225131	0.910596026	0.735211268	0.829431438	-1.45215311	0.61627907	-0.638968481	0.538095238	0.152838428	0.109919571
Q14999	0.790909091	0.505660377	0.069672131	0.07293666	-0.429149798	-0.100401606	1.189873418	0.024316109	-0.097402597	1.554285714	0.260614934	1.670807453	-0.406504065	-1.167322835	1.830769231	-0.365957447	-2.079207921	-0.822410148	-0.471698113	-0.465116279	0.206008584	-1.194029851	-0.942176871	-0.713709677	1.020661157	-0.358024691	-2.643564356	-0.099630996	-1.709543568	-1.25	1.271794872	-0.377777778	1.444117647	0.723905724	-0.172661871	0.013392857	1.884955752	1.051724138	2.120192308	0.618834081	1.811158798	0.551401869	-1.110512129	2.46	0.060263653	-2.2625	0.561320755	2.429268293	1.131313131	0.818181818	-1.094972067	-0.314785374	-0.782258065	2.112840467	0.246323529	0.182481752	-1.35042735	1.164233577	0.873303167	-0.482926829	-1.83248731	0.616113744	3.295522388	1.188679245	-1.596153846	-0.278688525	0.753205128	0.689419795	-0.376470588	-0.128571429	0.678947368	-0.709876543	0.869369369	0.921296296	-0.66031746	-1.430851064	1.020746888	-0.895238095	0.712062257	1.052208835	0.135658915	-1.356435644	-0.777486911	-0.579470199	0.076056338	-0.260869565	0.444976077	0.877906977	0.243553009	-0.257142857	-1.978165939	-0.538873995
Q8IWT3	-0.05	1.445283019	4.516393443	-0.994241843	1.295546559	0.887550201	-0.420886076	0.094224924	-0.548701299	0.339047619	0.31625183	1.571428571	-1.406504065	-0.007874016	-0.806153846	0.280851064	-1.707920792	-0.970401691	-0.570754717	-0.224806202	-0.716738197	0.253731343	-0.06462585	0.806451613	-0.82231405	2.567901235	-0.732673267	-0.195571956	-1.082987552	-0.394444444	1.107692308	-0.318518519	1.829411765	-0.744107744	-0.287769784	0.513392857	0.690265487	-0.534482759	0.1875	-0.748878924	1.115879828	-0.5	-0.450134771	0.684	1.141242938	0.479166667	-0.801886792	2.014634146	0.171717172	1.422077922	-1.424581006	0.585055644	-0.375	-0.035019455	0.352941176	1.204379562	-2.803418803	0.835766423	0.56561086	0.941463415	-1.111675127	-0.781990521	1.767164179	-0.985849057	-1.519230769	-1.12568306	1.022435897	-0.66552901	-0.337254902	-1.45	0.8	-1.191358025	-0.842342342	0.708333333	1.142857143	-1.914893617	-0.099585062	0.619047619	0.992217899	-0.518072289	-0.941860465	0.95049505	0.002617801	-0.754966887	-0.771830986	-0.605351171	0.942583732	1.00872093	0.985673352	0.104761905	1.161572052	-0.860589812
O60888	1.559090909	0.441509434	-1.237704918	1.343570058	-0.765182186	-1.016064257	-2.303797468	-0.872340426	-1.217532468	-0.556190476	0.055636896	-0.779503106	-1.62195122	1.057086614	0.904615385	-1.161702128	0.222772277	0.260042283	-0.726415094	-1.84496124	0.896995708	1.661691542	-1.098639456	0.036290323	2.02892562	-0.390946502	1.648514851	0.730627306	-1.427385892	0.655555556	-0.246153846	1.407407407	-0.626470588	0.855218855	-0.050359712	-0.991071429	-0.743362832	-1.227586207	-2.302884615	-1.085201794	-1.038626609	-0.317757009	-1.156334232	-1.984	-0.369114878	-0.758333333	-1.948113208	-0.234146341	0.242424242	1.25974026	-1.379888268	-0.925278219	-0.120967742	0.793774319	0.069852941	-0.427007299	-0.474358974	-0.948905109	0.583710407	-0.687804878	-0.340101523	-0.606635071	0.092537313	1.801886792	1.586538462	-1.994535519	0.044871795	-0.436860068	0.17254902	0.089285714	1.147368421	-0.259259259	0.621621622	0.361111111	0.225396825	-1.303191489	-2.589211618	-0.766666667	0.470817121	1.373493976	-0.325581395	-0.752475248	-1.714659686	0.804635762	-0.247887324	0.772575251	0.897129187	1.345930233	-0.154727794	-0.104761905	-0.165938865	-0.1769437
Q9NTM9	0.677272727	-0.81509434	1.446721311	0.671785029	-0.068825911	0.827309237	-0.85443038	0.480243161	0.185064935	-0.674285714	-1.613469985	2.214285714	-1.227642276	0.340551181	-0.661538462	-1.90212766	-1.371287129	-0.674418605	0.212264151	-0.565891473	-0.424892704	0.84079602	-0.867346939	-0.044354839	-1.351239669	-0.534979424	-0.504950495	2.018450185	-0.278008299	3.683333333	-0.702564103	0.318518519	-0.688235294	-1.272727273	0.241007194	-0.638392857	-0.561946903	-1.106896552	-0.346153846	-0.139013453	-0.128755365	-1.112149533	2.261455526	-2.492	-0.670433145	-1.320833333	-0.943396226	-1.92195122	0.136363636	1.88961039	0.008379888	-1.259141494	-0.201612903	-1.622568093	0.397058824	-1.03649635	-0.756410256	-0.846715328	0.868778281	-0.43902439	-0.741116751	1.099526066	-1.152238806	-1.424528302	0.769230769	-1.355191257	-0.185897436	-0.549488055	0.349019608	1.389285714	-1.194736842	0.25308642	-1.013513514	-1.782407407	2.174603175	-1.335106383	-2.062240664	-0.771428571	0.163424125	1.730923695	3.073643411	0.854785479	0.342931937	0.652317881	0.847887324	1.260869565	0.988038278	-0.24127907	-1.315186246	-0.70952381	1.052401747	1.136729223
P39880	-2.077272727	-0.637735849	-0.368852459	-0.084452975	0.631578947	0.694779116	-0.224683544	1.045592705	1.198051948	0.453333333	1.071742313	0.785714286	-0.849593496	0.106299213	0.307692308	-0.540425532	-0.099009901	-1.23255814	1.051886792	0.069767442	0.274678112	0.621890547	0.608843537	0.032258065	-0.925619835	0.057613169	1.207920792	-1.173431734	0.572614108	-0.016666667	0.492307692	-1.414814815	0.835294118	-0.744107744	0.338129496	0.071428571	-0.137168142	-1.206896552	0.456730769	-0.040358744	-0.012875536	1.08411215	0.218328841	0.716	0.903954802	0.2375	1.386792453	-0.8	0.992424242	-1.62987013	-0.61452514	1.014308426	-0.431451613	0.657587549	-0.165441176	-0.445255474	-0.679487179	0.737226277	-0.018099548	0.390243902	0.543147208	0.236966825	0.662686567	0.004716981	0.427884615	-0.054644809	-0.692307692	0.798634812	-0.149019608	1.032142857	-0.452631579	0.259259259	0.887387387	0.62962963	-0.828571429	0.659574468	-1.058091286	0.4	0.439688716	-0.911646586	0.558139535	-0.366336634	0.303664921	-0.880794702	-1.21971831	-1.190635452	1.653110048	0.834302326	1.011461318	-0.452380952	-0.480349345	0.439678284
Q9P013	1.059090909	1.056603774	-1.159836066	-0.575815739	0.502024291	0.931726908	-2.379746835	-1.522796353	2.311688312	0.979047619	1.8477306	-0.291925466	-0.987804878	1.350393701	0.809230769	1.582978723	0.935643564	-1.498942918	1.485849057	0.647286822	-0.532188841	-0.582089552	1.683673469	0.274193548	-1.797520661	-0.654320988	2.108910891	-2.140221402	0.219917012	0.5	0.805128205	-1.340740741	1.135294118	-1.885521886	0.169064748	2.714285714	-1.455752212	-1.134482759	0.504807692	-0.515695067	0.347639485	1.037383178	1.026954178	2.388	1.073446328	0.383333333	-0.655660377	-0.307317073	1.843434343	-0.396103896	0.737430168	0.53418124	-0.568548387	-0.350194553	-2.011029412	-0.412408759	-1.02991453	2.266423358	1.135746606	0.302439024	0.78680203	0.161137441	0.886567164	-0.169811321	-2.033653846	0.754098361	-3.608974359	0.880546075	0.11372549	0.189285714	-0.184210526	-0.043209877	0.725225225	0.486111111	1.120634921	0.696808511	-1.423236515	-0.585714286	1.307392996	-0.269076305	0.686046512	-1.211221122	1.052356021	-0.877483444	-1.343661972	-1.110367893	0.772727273	1.674418605	2.796561605	-1.528571429	-0.554585153	1.876675603
Q9HCG8	-0.581818182	0.720754717	-0.192622951	-0.518234165	0.072874494	0.682730924	0.297468354	0.811550152	1.86038961	0.860952381	1.250366032	1.344720497	0.353658537	1.06496063	1.113846154	-0.753191489	1.103960396	-0.539112051	1.985849057	0.244186047	0.038626609	0.308457711	1.476190476	-0.689516129	-1.23553719	-0.477366255	0.564356436	-0.959409594	0.294605809	0.083333333	0.887179487	-0.874074074	1.129411765	-0.228956229	0.14028777	0.763392857	-0.752212389	-0.293103448	0.096153846	-0.529147982	0.175965665	1.028037383	1.318059299	1.564	-0.18079096	0.508333333	-0.391509434	-0.248780488	1.659090909	-1.071428571	0.368715084	-0.349761526	-0.427419355	-0.517509728	-0.5	-0.211678832	-1.213675214	1.54379562	-0.230769231	0.014634146	0.588832487	0.255924171	1.340298507	-0.608490566	-0.956730769	0.398907104	-0.666666667	1.494880546	0.623529412	0.435714286	-0.652631579	-0.351851852	-0.342342342	0.587962963	0.596825397	1.271276596	-0.269709544	0.319047619	1.038910506	-1.13253012	0.127906977	-0.399339934	1.052356021	-1.38410596	-1.312676056	-1.217391304	0.844497608	0.970930233	1.928366762	-1.3	-0.318777293	1.836461126
Q9NXE8	-1.3	0.569811321	1.692622951	0.291746641	-0.344129555	0.763052209	-0.300632911	-0.164133739	1.107142857	0.628571429	1.332357247	1.00621118	-1.532520325	0.966535433	0.369230769	-1.459574468	0.267326733	NA	1.358490566	-0.166666667	-0.386266094	NA	1.649659864	-0.766129032	-1.033057851	NA	1.341584158	-0.258302583	-0.170124481	1.755555556	1.958974359	-1.033333333	1.482352941	-0.939393939	0.053956835	0.34375	-0.398230088	1.2	0.110576923	0.049327354	NA	0.714953271	NA	NA	NA	0.604166667	-0.04245283	0.648780488	0.325757576	0.142857143	1.17877095	NA	0.60483871	-0.595330739	-0.014705882	-0.981751825	-0.623931624	1.781021898	0.407239819	0.395121951	-0.76142132	0.464454976	-0.08358209	-1.278301887	-1.091346154	1.092896175	-1.423076923	0.075085324	0.752941176	0.275	-0.563157895	-1.12962963	-1.018018018	-0.134259259	1.580952381	0.106382979	-0.477178423	-0.6	0.299610895	-0.606425703	-0.011627907	1.343234323	0.630890052	NA	-0.814084507	-1.37458194	0.468899522	1.453488372	1.773638968	-0.69047619	-0.200873362	0.831099196
Q6UX04	-0.254545455	1.396226415	-0.147540984	0.667946257	0.906882591	0.843373494	1.028481013	0.860182371	1.905844156	0.956190476	0.966325037	0.798136646	-0.727642276	1.220472441	1.218461538	-1.2	0.569306931	-0.450317125	1.698113208	0.600775194	0.789699571	-1.706467662	1.693877551	0.185483871	-0.582644628	-0.761316872	1.514851485	-1.712177122	0.892116183	0.922222222	1.574358974	0.718518519	1.979411765	-0.488215488	1.399280576	2.700892857	-1.446902655	-0.513793103	0.961538462	-0.488789238	0.072961373	-0.654205607	0.948787062	1.22	0.056497175	1.183333333	-0.547169811	-0.03902439	0.939393939	-1.311688312	0.569832402	0.359300477	0.358870968	-0.054474708	-1.279411765	-0.832116788	0.166666667	1.405109489	-0.683257919	-1.643902439	0.538071066	-0.308056872	0.946268657	-0.693396226	-1.081730769	-0.191256831	-1.141025641	1.897610922	-1.423529412	-0.632142857	0.257894737	-0.222222222	-0.689189189	-0.555555556	0.987301587	0.031914894	-0.946058091	-0.733333333	1.019455253	-0.787148594	-1.511627907	-1.600660066	1.476439791	-0.516556291	-0.954929577	-1.280936455	0.825358852	0.488372093	2.091690544	0.071428571	0.641921397	1.785522788
Q69YN2	-2.277272727	0.452830189	-0.495901639	-0.86756238	-0.412955466	1.485943775	1.044303797	0.799392097	0.480519481	0.133333333	-0.289897511	1.285714286	0.081300813	1.25	0.230769231	-0.808510638	0.688118812	-1.389006342	0.372641509	-0.251937984	-0.223175966	-0.124378109	1.404761905	-0.27016129	-1.884297521	-0.728395062	-0.53960396	-0.022140221	-0.98340249	1.066666667	-0.143589744	-1.792592593	-0.247058824	-2.296296296	1.032374101	0.700892857	-0.584070796	-0.151724138	0.841346154	0.466367713	0.472103004	0.163551402	2.859838275	0.168	-0.128060264	1.783333333	0.193396226	0.624390244	1.474747475	-0.831168831	0.768156425	-1.090620032	1.108870968	-0.06614786	-2.033088235	-0.678832117	-0.213675214	1.047445255	-0.158371041	-0.204878049	0.172588832	0.573459716	1.074626866	-3.952830189	0.711538462	0.278688525	-0.564102564	0.044368601	-2.007843137	1.325	-0.926315789	-0.87654321	-1.189189189	-0.189814815	2.536507937	-1.175531915	0.170124481	-1.2	0.143968872	-0.112449799	1.682170543	0.465346535	2.306282723	-0.831125828	-0.749295775	-0.260869565	0.437799043	0.985465116	-3.401146132	-1.457142857	-0.017467249	1.587131367
Q2TBE0	0.740909091	1.056603774	0.307377049	0.687140115	0.068825911	1.493975904	0.120253165	-0.647416413	1.308441558	1.097142857	0.691068814	0.347826087	-1.146341463	0.350393701	0.947692308	-0.493617021	0.712871287	-0.78435518	1.448113208	1.135658915	1.729613734	-0.054726368	0.870748299	0.217741935	-0.611570248	-2.172839506	1.02970297	-0.490774908	-0.817427386	-0.044444444	1.517948718	1.37037037	1.055882353	-0.488215488	-0.938848921	1.254464286	-1.075221239	-0.2	0.836538462	-0.596412556	-0.227467811	0.406542056	0.881401617	1.496	-0.775894539	-0.933333333	0.66509434	0.136585366	1.820707071	0.928571429	-0.164804469	0.193958665	-0.794354839	0.431906615	0.194852941	0.700729927	-0.042735043	1.98540146	-0.013574661	-0.087804878	-0.994923858	0.691943128	0.140298507	-1.08490566	0.264423077	0.267759563	0.118589744	0.590443686	1.2	0.575	-1.068421053	-1.672839506	0.351351351	-0.291666667	0.444444444	-0.579787234	-1.037344398	-0.247619048	1.614785992	-0.586345382	-0.112403101	-0.894389439	0.358638743	-0.062913907	-0.377464789	-0.789297659	-0.514354067	0.790697674	1.653295129	-1.619047619	-1.327510917	1.120643432
P78423	-2.722727273	0.464150943	0.12295082	NA	-3.060728745	0.562248996	NA	NA	-1.214285714	0.201904762	NA	-1.456521739	1.930894309	0.001968504	1.950769231	NA	0.589108911	NA	0.231132075	NA	0.420600858	NA	-1.142857143	-2.560483871	NA	NA	-0.896039604	-0.062730627	-1.531120332	-0.866666667	3.225641026	1.181481481	NA	0.531986532	NA	-1.633928571	-1.942477876	0.968965517	-3.480769231	-2.461883408	NA	-2.042056075	NA	NA	NA	NA	0.311320755	0.824390244	NA	-1.597402597	-0.081005587	NA	-2.443548387	-0.513618677	-2.382352941	-1.945255474	-2.158119658	-1.700729927	NA	-1.151219512	0.340101523	NA	1.450746269	-1.410377358	-2.461538462	-3.49726776	NA	NA	3.494117647	-1.207142857	7.131578947	2.845679012	-4.752252252	2.810185185	NA	-0.659574468	1.556016598	1.866666667	-1.159533074	0.397590361	-2.589147287	0.458745875	4.479057592	NA	NA	0.183946488	-2.291866029	0.343023256	-1.979942693	1.00952381	1.122270742	-2.091152815
P49238	-2.040909091	0.060377358	2.401639344	-2.79462572	-1.659919028	-1.690763052	-0.848101266	2.094224924	NA	NA	-1.294289898	3.863354037	-1.634146341	NA	-2.28	0.50212766	1.886138614	3.317124736	1.037735849	NA	NA	-1.626865672	-2.278911565	NA	NA	0.510288066	NA	NA	-3.659751037	NA	-5.107692308	NA	-2.970588235	NA	NA	NA	NA	0.382758621	NA	1.349775785	-0.545064378	-0.028037383	-1.466307278	5.34	3.306967985	NA	NA	NA	NA	NA	3.159217877	-2.349761526	NA	NA	NA	1.854014599	-1.132478632	NA	NA	0.175609756	-4.050761421	NA	NA	-1.155660377	NA	NA	NA	NA	NA	4.553571429	NA	NA	0.626126126	5.018518519	-2.812698413	-1.026595745	5.564315353	-1.676190476	NA	3.694779116	NA	1.580858086	3.678010471	-0.940397351	1.929577465	NA	NA	-0.944767442	NA	NA	0.148471616	NA
P78310	-0.881818182	-0.075471698	0.430327869	0.026871401	2.643724696	-3.502008032	3.117088608	-1.601823708	-2.896103896	0.099047619	-3.039531479	-0.48136646	0.902439024	4.913385827	-4.544615385	-0.757446809	1.306930693	3.147991543	2.297169811	2.492248062	-2.377682403	1.36318408	2.448979592	2.189516129	1.008264463	1.917695473	0.524752475	-1.848708487	2.780082988	-1.166666667	-5.041025641	1.607407407	1.373529412	-4.653198653	1.384892086	1.933035714	-0.82300885	-1.182758621	4.639423077	6.004484305	1.051502146	-1	-3.838274933	0.488	-4.561205273	6.129166667	-4.966981132	-2.092682927	-2.648989899	0.324675325	-2.002793296	-2.877583466	1.838709677	-2.937743191	-3.397058824	-0.624087591	-5.794871795	-1.846715328	-3.058823529	3.448780488	3.675126904	-0.834123223	0.313432836	3.990566038	-0.620192308	-0.513661202	-1.538461538	1.590443686	-1.68627451	-1.207142857	-0.2	-1.290123457	-1.067567568	-3.125	-0.777777778	-0.090425532	-0.925311203	1.557142857	0.147859922	5.120481928	1.546511628	1.650165017	-2.761780105	1.043046358	-0.354929577	-0.862876254	-2.026315789	-1.220930233	-0.383954155	0.061904762	3.248908297	3.402144772
